datetime,open,high,low,close,volume
1998-01-02T00:00:00Z,59.70896319744299,59.91988117919375,59.229604148009436,59.86235809326172,2360900
1998-01-05T00:00:00Z,60.03490022029614,60.399212933226714,59.38297220768354,59.996551513671875,4191800
1998-01-06T00:00:00Z,59.67059168578665,59.68976604044147,59.01866362752291,59.037837982177734,3154900
1998-01-07T00:00:00Z,58.96116132523043,59.344648553362006,58.42427920584621,59.191253662109375,4424200
1998-01-08T00:00:00Z,59.09534336663539,59.09534336663539,58.52011289908216,58.67350769042969,3831000
1998-01-09T00:00:00Z,58.44340249631723,58.596797253525416,56.3917476186578,56.641014099121094,10258800
1998-01-12T00:00:00Z,55.91242329110491,57.79151021926961,55.778202796236,57.67646408081055,12097900
1998-01-13T00:00:00Z,58.05993763407723,58.52012208031826,57.81067105903,58.481773376464844,5224900
1998-01-14T00:00:00Z,58.7118801684666,58.88444937862865,58.11747511124176,58.75022888183594,3770400
1998-01-15T00:00:00Z,58.59681977608966,58.750214592257436,58.174984031628284,58.261268615722656,2875400
1998-01-16T00:00:00Z,59.05699965707827,59.325440564610446,58.69268699685603,59.0953483581543,4374800
1998-01-20T00:00:00Z,59.32545922816485,60.140369382397886,59.21041308874372,60.05408477783203,5091700
1998-01-21T00:00:00Z,59.65143582253668,59.93905123151709,58.999507562181094,59.47886657714844,4699400
1998-01-22T00:00:00Z,58.99946632453496,59.440476310061214,58.826897199763806,58.95153045654297,4543400
1998-01-23T00:00:00Z,59.210395579384674,59.38296473748521,58.29002673618181,58.865257263183594,6350300
1998-01-26T00:00:00Z,59.13373223494986,59.35423739730457,58.53932701468934,58.826942443847656,4362900
1998-01-27T00:00:00Z,58.78856819943099,59.82398329491999,58.692696431330155,59.421321868896484,7044200
1998-01-28T00:00:00Z,59.76645883036224,60.197881776683424,59.632238358173424,59.95820236206055,4268600
1998-01-29T00:00:00Z,60.03489024766529,61.08947950465078,59.86232109652221,60.284156799316406,8007700
1998-01-30T00:00:00Z,60.61013653652727,60.72518266725146,60.130777658509814,60.3225212097168,3649100
1998-02-02T00:00:00Z,61.30041335238898,61.66472609986955,61.20454157673619,61.31958770751953,5756300
1998-02-03T00:00:00Z,61.357930311869566,61.85646349565351,61.185361132867435,61.77976608276367,2759600
1998-02-04T00:00:00Z,61.53051762317114,62.06739967161265,61.31959967556912,61.703086853027344,3374000
